Epoch,IoU,Dice,Precision,Recall,Sensitivity,Specificity,F1,Split,Class
13,0.9812901,0.9875697,0.9916687,0.9848225,0.9848225,0.99993426,0.9875697,test,Immune cells
13,0.6010556,0.6042005,0.6019656,0.99879444,0.99879444,0.9899439,0.6042005,test,Nerve trunks
13,0.5847361,0.61618125,0.63348097,0.9156295,0.9156295,0.9919089,0.61618125,test,Mean
13,0.8569747,0.8877073,0.95773214,0.8845333,0.8845333,0.99989027,0.8877073,train,Arteriole lumen
13,0.8522987,0.887511,0.91854733,0.92615783,0.92615783,0.99775225,0.887511,train,Arteriole media
13,0.05855339,0.066039726,0.06402954,0.98586345,0.98586345,0.9686293,0.066039726,train,Arteriole adventitia
13,0.3988253,0.4623953,0.42178386,0.86861604,0.86861604,0.9961449,0.4623953,train,Capillary lumen
13,0.549847,0.6361786,0.701803,0.72061217,0.72061217,0.9983111,0.6361786,train,Capillary wall
13,0.3929183,0.44894534,0.4629395,0.8892659,0.8892659,0.9922135,0.44894534,train,Venule lumen
13,0.38355428,0.44107565,0.49346864,0.8565596,0.8565596,0.99349844,0.44107565,train,Venule wall
